Brand,Model,RAM,Storage,Battery,Camera,ScreenSize,FiveG,PhoneAge,Condition,Price
Xiaomi,Xiaomi-174,6,256,5511,16,7.0,Yes,2.1,Used,13997.47
Google,Google-733,12,32,3950,64,6.7,No,3.6,New,38426.66
Apple,Apple-261,12,512,4128,48,6.0,No,0.4,Used,98594.38
Samsung,Samsung-381,16,64,6426,48,6.8,No,1.4,New,42524.51
Realme,Realme-394,3,512,3562,12,5.8,Yes,3.8,Used,7045.65
Motorola,Motorola-541,4,128,5519,8,5.1,Yes,2.7,New,10607.84
Samsung,Samsung-597,4,32,4720,200,5.5,No,1.7,New,27398.59
Xiaomi,Xiaomi-226,8,128,5976,50,6.5,Yes,4.8,Used,5953.58
Apple,Apple-546,12,64,3436,48,5.4,Yes,1.4,Used,69391.2
Oppo,Oppo-739,16,256,5713,12,5.2,No,1.5,New,24181.03
Motorola,Motorola-444,3,256,3118,108,5.6,Yes,4.6,New,8611.41
OnePlus,OnePlus-119,4,64,4447,32,7.0,Yes,3.0,Used,13419.61
Oppo,Oppo-718,16,512,4570,8,6.8,Yes,2.4,New,24800.19
Motorola,Motorola-223,2,512,5677,50,5.0,Yes,0.1,New,25907.95
Nothing,Nothing-930,4,64,3216,48,5.0,No,2.0,New,16878.07
Realme,Realme-393,6,128,5502,8,6.4,Yes,0.0,New,26206.64
Vivo,Vivo-888,8,512,6326,108,6.6,No,1.4,Used,18851.03
OnePlus,OnePlus-654,8,64,3332,64,7.1,No,1.8,New,28655.5
Nothing,Nothing-882,6,256,3930,64,6.6,No,2.5,Used,14576.82
Xiaomi,Xiaomi-939,4,64,3140,200,5.4,No,2.1,Used,7209.47
Nothing,Nothing-735,2,64,4781,200,6.4,Yes,4.1,New,13022.68
Apple,Apple-784,6,256,3340,32,6.4,No,4.7,New,60685.76
Vivo,Vivo-891,4,64,6157,32,6.8,Yes,1.2,Used,14862.74
Samsung,Samsung-885,8,512,5128,200,6.6,No,0.5,Used,34922.11
OnePlus,OnePlus-807,6,128,3876,50,5.2,Yes,1.2,New,28128.35
Xiaomi,Xiaomi-948,6,256,5442,48,6.7,No,0.2,Used,20029.8
Samsung,Samsung-640,2,128,3286,12,6.4,Yes,1.7,Used,20274.41
Vivo,Vivo-565,6,128,4546,200,6.3,Yes,1.5,Used,14416.12
Google,Google-589,12,128,3926,50,6.7,Yes,4.1,Used,31134.01
Google,Google-293,2,512,5217,50,5.7,Yes,4.6,New,32491.9
Xiaomi,Xiaomi-379,6,512,4835,200,5.6,No,2.4,Used,11483.94
Motorola,Motorola-384,2,256,4318,64,6.0,Yes,1.8,Used,11759.7
Realme,Realme-308,4,64,3137,108,6.0,Yes,3.7,New,8132.3
Apple,Apple-150,3,64,3272,108,5.4,Yes,3.1,New,72731.02
Xiaomi,Xiaomi-428,3,128,3489,16,5.9,No,0.9,New,13473.94
Motorola,Motorola-665,16,64,5675,32,5.3,Yes,0.1,Used,27313.31
Samsung,Samsung-428,4,128,3523,48,7.1,Yes,2.0,Used,23523.26
Google,Google-256,3,512,4504,64,6.2,No,4.6,New,31947.3
Google,Google-568,8,64,3595,64,5.0,Yes,1.6,New,57119.13
Realme,Realme-155,16,64,6321,8,6.7,Yes,2.6,New,19600.84
Xiaomi,Xiaomi-151,2,32,6054,32,7.2,Yes,3.3,Used,7138.42
Nothing,Nothing-232,12,64,5803,200,6.3,Yes,4.8,New,15591.95
Vivo,Vivo-987,6,128,5740,50,6.2,Yes,4.5,Used,6516.75
Samsung,Samsung-347,6,128,3387,200,7.0,Yes,0.2,New,47085.11
Nothing,Nothing-437,3,128,5556,48,6.0,Yes,4.7,New,10773.31
Realme,Realme-484,16,256,4603,32,5.2,Yes,4.0,New,12367.77
Google,Google-337,4,128,4539,8,6.6,Yes,2.4,Used,31075.1
Vivo,Vivo-350,2,32,4515,108,6.5,No,0.8,Used,12060.94
Realme,Realme-815,8,512,5425,108,5.4,No,2.0,New,19781.05
Google,Google-363,12,32,4537,8,6.6,No,0.6,New,71637.84
OnePlus,OnePlus-653,16,64,4750,64,5.2,No,2.2,New,27829.06
Motorola,Motorola-697,8,64,6078,64,6.2,Yes,4.6,New,8990.91
OnePlus,OnePlus-651,8,32,5620,64,6.2,No,2.7,New,21868.79
Samsung,Samsung-391,16,32,5513,200,5.4,No,1.9,Used,26016.1
Apple,Apple-167,6,32,3686,200,6.3,No,2.6,Used,56792.27
Apple,Apple-754,4,256,3842,12,6.6,Yes,1.6,New,101017.3
Samsung,Samsung-917,12,512,4696,50,5.5,No,1.6,Used,28331.22
Motorola,Motorola-588,2,32,4136,32,5.7,Yes,2.4,Used,6752.51
Nothing,Nothing-355,2,32,5831,108,6.9,Yes,3.6,New,13854.39
Google,Google-796,16,512,4143,16,7.1,Yes,1.8,New,72624.8
Xiaomi,Xiaomi-559,12,256,5724,200,6.1,Yes,4.4,Used,8688.7
Motorola,Motorola-996,3,32,3608,32,6.2,Yes,0.3,New,17610.92
Xiaomi,Xiaomi-847,12,64,6490,48,5.6,Yes,2.3,New,18477.16
Motorola,Motorola-246,16,128,4811,8,6.8,Yes,2.0,Used,17772.75
OnePlus,OnePlus-256,3,32,6453,108,6.0,Yes,3.0,New,19094.66
Xiaomi,Xiaomi-867,2,256,5282,50,5.2,Yes,2.7,New,11960.21
Vivo,Vivo-794,16,32,4493,8,5.1,Yes,2.8,Used,12318.55
OnePlus,OnePlus-196,16,256,5943,32,7.1,Yes,1.7,New,44727.7
Oppo,Oppo-916,16,256,3895,48,5.7,Yes,1.9,Used,18211.83
Oppo,Oppo-785,2,32,4316,12,6.3,Yes,3.4,New,8108.32
Xiaomi,Xiaomi-761,4,256,5328,200,7.1,No,1.4,Used,15456.22
Xiaomi,Xiaomi-185,4,256,4293,64,6.1,Yes,1.7,New,17067.96
Realme,Realme-328,6,256,5787,200,6.4,Yes,1.4,New,23244.37
Apple,Apple-901,4,128,4353,16,7.1,No,2.5,New,78494.18
Motorola,Motorola-511,3,512,4173,200,6.9,Yes,0.3,New,32215.77
Xiaomi,Xiaomi-447,12,256,3927,108,6.9,No,1.6,Used,17815.8
Nothing,Nothing-257,12,128,3521,48,5.9,Yes,4.7,Used,9643.02
Google,Google-691,12,256,4797,50,7.1,No,0.9,New,77421.45
Realme,Realme-838,2,128,4799,64,5.8,No,0.0,New,19569.62
Xiaomi,Xiaomi-662,4,128,4202,64,6.6,Yes,4.7,New,7752.0
Apple,Apple-338,12,256,5481,48,6.4,No,2.1,Used,73497.3
Samsung,Samsung-737,3,256,3969,48,6.2,Yes,1.5,New,32841.08
Nothing,Nothing-644,8,64,6032,48,6.1,No,0.9,New,29270.56
OnePlus,OnePlus-842,6,512,5031,200,6.4,Yes,0.6,Used,30293.86
Xiaomi,Xiaomi-846,3,128,3975,48,6.8,Yes,2.8,New,11180.99
Samsung,Samsung-792,12,64,3046,12,6.0,Yes,2.6,Used,19270.55
Motorola,Motorola-569,16,32,4778,8,6.5,Yes,2.5,New,20450.79
Oppo,Oppo-171,12,512,4256,12,7.2,Yes,0.3,New,39373.85
Samsung,Samsung-455,4,64,5788,200,6.0,Yes,1.3,Used,22545.9
Oppo,Oppo-228,12,128,4436,64,5.6,No,2.1,Used,13846.46
Samsung,Samsung-817,6,256,3684,200,5.2,No,1.0,New,38052.52
Nothing,Nothing-631,4,32,5010,108,6.2,Yes,2.2,Used,15057.97
OnePlus,OnePlus-178,2,256,3246,8,5.3,No,1.8,Used,16008.17
Samsung,Samsung-202,12,512,4082,12,6.7,Yes,0.6,Used,40475.86
Google,Google-345,6,128,4142,108,6.3,Yes,1.0,Used,44359.88
Apple,Apple-363,3,32,6224,200,7.0,Yes,3.8,New,65717.51
Samsung,Samsung-151,12,64,6187,32,5.1,Yes,2.6,New,27728.82
Apple,Apple-331,6,512,3247,200,5.6,Yes,2.5,Used,61786.04
Xiaomi,Xiaomi-387,12,512,3837,48,5.3,Yes,3.0,New,17272.32
Nothing,Nothing-297,6,32,6253,50,5.6,Yes,3.5,New,15912.76
Realme,Realme-679,8,128,4895,32,5.3,No,4.0,Used,5218.9
Nothing,Nothing-432,8,256,4998,108,5.4,Yes,4.2,Used,11211.36
Motorola,Motorola-415,6,32,6094,108,5.5,Yes,2.2,New,13245.19
Samsung,Samsung-381,6,128,3348,200,6.3,No,2.8,New,26938.81
Nothing,Nothing-492,2,512,5253,48,6.4,Yes,0.7,New,35178.85
Samsung,Samsung-970,3,256,3368,200,6.4,No,0.5,Used,27180.75
Samsung,Samsung-476,3,512,3173,32,6.3,Yes,3.3,New,26747.21
Realme,Realme-954,4,128,4901,32,5.6,Yes,3.8,New,7763.79
Motorola,Motorola-255,8,128,3261,48,6.0,Yes,4.9,Used,6681.63
Oppo,Oppo-687,3,64,5363,200,6.1,Yes,3.9,New,9174.3
Google,Google-611,16,128,4392,48,5.1,Yes,3.0,Used,37334.3
OnePlus,OnePlus-741,12,128,5011,108,6.4,Yes,4.7,Used,13130.81
Motorola,Motorola-481,12,256,3800,50,6.1,No,4.3,New,11899.63
Xiaomi,Xiaomi-222,12,32,5809,16,6.1,No,3.3,New,10752.74
Oppo,Oppo-746,6,64,5566,48,5.5,No,3.3,New,9814.31
Realme,Realme-272,8,512,6352,32,7.1,No,0.7,New,29857.31
Google,Google-492,2,128,4951,108,6.2,No,2.6,Used,30764.66
Vivo,Vivo-117,3,512,4170,50,5.7,Yes,4.6,Used,6902.5
Realme,Realme-738,12,256,5789,8,5.2,No,1.8,Used,12801.86
OnePlus,OnePlus-497,12,256,3008,64,6.1,Yes,1.7,Used,24619.67
Motorola,Motorola-426,6,32,3243,200,5.8,No,0.6,New,20153.33
Xiaomi,Xiaomi-887,2,32,3741,12,6.9,Yes,3.3,Used,6051.89
Realme,Realme-515,12,32,4148,200,5.0,No,4.2,New,7412.21
Google,Google-282,8,512,6280,8,5.9,No,3.5,Used,30783.99
OnePlus,OnePlus-698,16,512,4410,16,5.8,Yes,1.8,Used,26926.57
Nothing,Nothing-562,4,256,5729,8,5.8,No,2.7,Used,12372.14
Xiaomi,Xiaomi-636,4,128,4083,32,5.4,Yes,3.7,New,7343.78
Oppo,Oppo-874,2,32,5536,64,5.5,No,4.6,New,5083.97
Apple,Apple-922,12,512,5635,32,6.0,Yes,4.1,Used,54068.0
OnePlus,OnePlus-749,4,256,5322,108,6.5,Yes,0.4,Used,28187.18
Google,Google-278,6,64,5304,32,6.6,Yes,1.3,Used,43154.8
OnePlus,OnePlus-901,4,512,6466,12,5.1,No,0.7,New,33877.29
Samsung,Samsung-395,6,512,5148,108,5.7,No,4.0,New,23229.93
Realme,Realme-787,16,512,3477,108,6.3,No,1.2,New,34297.95
Vivo,Vivo-536,8,256,6248,12,5.9,Yes,2.9,New,14504.48
Xiaomi,Xiaomi-494,3,64,6147,12,6.2,No,0.2,New,17967.27
Xiaomi,Xiaomi-214,4,256,5961,108,5.4,Yes,4.4,Used,6274.72
Motorola,Motorola-168,16,256,5666,48,5.1,No,2.8,New,18469.55
Motorola,Motorola-225,3,128,5640,12,5.7,Yes,3.2,Used,6521.33
Motorola,Motorola-325,3,128,3335,12,5.9,Yes,4.0,Used,5535.79
Xiaomi,Xiaomi-430,12,512,4700,32,5.6,Yes,4.9,New,10429.28
Xiaomi,Xiaomi-772,16,32,4252,50,5.9,No,4.7,New,8716.28
OnePlus,OnePlus-663,16,64,5455,108,5.4,No,3.3,Used,17884.61
Realme,Realme-757,16,128,6167,48,7.1,Yes,4.0,New,13086.15
Samsung,Samsung-507,12,512,6216,50,6.6,Yes,4.1,Used,19868.53
Apple,Apple-538,4,512,5863,12,7.0,No,2.9,Used,59501.14
Vivo,Vivo-218,3,64,5052,200,7.1,No,2.5,New,13140.03
Nothing,Nothing-463,3,64,6124,8,5.5,No,3.1,New,13133.8
Google,Google-647,16,128,5248,16,5.6,No,1.2,New,63206.72
Motorola,Motorola-616,4,64,5596,8,6.2,Yes,2.5,Used,8511.16
Samsung,Samsung-565,3,32,4168,108,7.1,Yes,3.3,Used,14620.52
Vivo,Vivo-180,12,256,6422,48,6.5,Yes,4.2,New,12571.5
Google,Google-668,8,256,6196,200,7.2,Yes,1.9,Used,41932.49
Nothing,Nothing-668,12,32,3292,32,6.8,Yes,1.1,New,32171.44
Realme,Realme-760,3,256,3592,48,7.1,Yes,0.3,Used,19686.17
Xiaomi,Xiaomi-512,8,128,4870,32,5.0,Yes,2.4,New,13954.95
Realme,Realme-813,2,64,5514,200,5.6,Yes,1.0,Used,11649.46
OnePlus,OnePlus-632,2,256,6065,12,6.9,Yes,1.7,New,29812.43
Oppo,Oppo-647,3,512,3104,16,5.8,No,0.9,New,22216.44
Google,Google-843,16,64,4531,12,5.6,No,4.5,New,33414.57
Realme,Realme-852,8,128,4281,200,6.3,Yes,0.4,Used,20279.37
Apple,Apple-155,2,32,4979,200,6.9,Yes,2.1,New,88358.12
Apple,Apple-674,12,64,6379,50,5.6,No,3.3,New,73976.74
Google,Google-282,12,64,5326,108,7.0,Yes,2.4,New,56463.63
Google,Google-461,3,64,4981,48,6.7,No,4.2,Used,22834.79
Realme,Realme-831,4,32,5878,200,6.0,No,0.8,Used,11764.88
Oppo,Oppo-258,3,256,3291,64,6.3,No,5.0,New,6337.27
OnePlus,OnePlus-758,12,128,5942,64,5.5,No,3.1,New,21291.83
Nothing,Nothing-492,16,64,3980,200,6.1,No,4.8,Used,10591.17
Xiaomi,Xiaomi-968,3,128,3517,16,6.4,Yes,0.5,Used,13210.85
Google,Google-835,12,128,4734,50,5.6,Yes,5.0,New,34633.05
Nothing,Nothing-617,3,128,6119,8,6.9,No,3.4,Used,10408.22
Oppo,Oppo-369,6,512,4925,50,6.1,Yes,0.9,New,29401.61
Apple,Apple-251,16,128,4226,64,6.9,Yes,1.2,New,111266.35
Oppo,Oppo-425,16,512,3781,32,6.7,Yes,4.7,New,13694.92
Motorola,Motorola-855,6,64,5758,200,5.5,No,0.5,Used,13726.43
Samsung,Samsung-460,12,64,6445,12,5.2,Yes,3.7,New,22326.94
Vivo,Vivo-126,4,256,6009,200,6.9,Yes,3.5,Used,9489.09
Samsung,Samsung-262,2,32,3574,108,7.1,No,3.3,New,19390.1
Oppo,Oppo-559,16,256,3292,200,6.5,Yes,3.9,New,16699.07
Motorola,Motorola-270,12,512,6068,16,6.5,Yes,2.5,New,22844.42
Google,Google-426,12,64,3300,16,6.8,No,3.2,New,41903.49
Apple,Apple-965,4,64,3941,32,6.1,No,1.2,Used,65139.64
Realme,Realme-150,16,128,6195,16,5.0,Yes,4.7,Used,6833.76
Xiaomi,Xiaomi-379,6,512,3517,64,6.3,No,1.3,New,23785.53
Xiaomi,Xiaomi-326,12,32,5413,64,6.2,Yes,4.7,Used,6945.66
Motorola,Motorola-735,8,512,5941,108,5.7,No,4.8,New,11105.85
Nothing,Nothing-778,2,32,5455,64,5.0,No,0.4,New,25495.51
Apple,Apple-284,2,256,3183,200,6.0,No,3.8,Used,47126.45
Realme,Realme-988,16,128,5624,32,5.3,Yes,1.0,New,26958.13
Apple,Apple-183,16,128,4690,50,5.4,Yes,2.2,New,92265.21
Realme,Realme-470,3,256,3267,50,6.7,Yes,0.8,New,20439.71
Xiaomi,Xiaomi-214,16,128,4931,48,6.9,Yes,3.0,Used,13532.9
Nothing,Nothing-987,16,32,4282,12,6.8,Yes,2.4,New,28056.16
Samsung,Samsung-246,8,64,4495,64,5.2,Yes,3.9,New,19313.22
Vivo,Vivo-100,12,256,3139,64,7.0,Yes,3.4,Used,11628.45
Realme,Realme-326,16,256,3777,12,6.2,Yes,3.6,Used,10309.07
OnePlus,OnePlus-160,6,32,4990,64,6.5,Yes,2.0,Used,18830.44
Google,Google-407,2,128,4270,16,7.0,Yes,1.9,New,50677.65
Oppo,Oppo-294,8,128,6257,50,6.7,Yes,3.5,New,12215.56
OnePlus,OnePlus-512,6,32,4371,48,6.5,No,4.4,Used,10458.84
Motorola,Motorola-506,12,32,4351,12,5.5,No,0.9,Used,15830.55
Xiaomi,Xiaomi-837,4,64,4903,16,6.6,Yes,2.1,Used,10138.67
Samsung,Samsung-759,8,64,5244,8,5.7,No,3.2,New,20772.48
OnePlus,OnePlus-658,16,32,5072,8,7.1,Yes,2.2,Used,25001.56
Motorola,Motorola-319,8,64,6445,8,6.7,No,2.9,Used,9952.91
Nothing,Nothing-210,6,64,4410,8,5.6,Yes,3.1,Used,11636.45
Oppo,Oppo-245,2,512,3412,48,6.3,Yes,2.5,New,15568.59
Motorola,Motorola-911,4,512,5410,108,5.0,Yes,1.4,Used,15009.2
Samsung,Samsung-248,3,32,6221,32,5.9,No,2.6,New,20837.71
Vivo,Vivo-298,4,32,3513,12,6.1,Yes,4.0,Used,5007.64
OnePlus,OnePlus-855,4,64,6488,48,7.1,Yes,2.6,Used,17086.62
Xiaomi,Xiaomi-400,3,128,4734,8,5.2,Yes,4.2,Used,4239.96
Motorola,Motorola-650,2,32,3528,16,6.2,Yes,2.7,New,9590.05
Apple,Apple-822,3,32,5469,32,6.6,No,2.1,New,81149.43
Apple,Apple-673,2,64,5164,108,7.0,No,0.7,New,101949.18
Google,Google-971,3,512,3089,64,7.0,Yes,1.6,Used,46633.87
Realme,Realme-306,12,256,5080,64,5.2,No,2.7,Used,10299.4
Realme,Realme-917,12,32,3772,32,5.9,Yes,3.1,Used,9064.85
OnePlus,OnePlus-775,16,512,6303,50,5.7,Yes,0.4,Used,38448.28
Apple,Apple-409,2,512,4882,108,5.8,No,0.2,New,116464.75
Oppo,Oppo-790,4,32,3306,108,6.4,No,1.4,Used,9749.64
Oppo,Oppo-144,4,64,4934,108,5.0,Yes,0.2,Used,15515.25
Oppo,Oppo-649,2,128,3819,8,5.7,No,2.3,New,10060.96
Vivo,Vivo-760,2,256,4799,16,6.2,Yes,1.6,Used,12458.5
Samsung,Samsung-471,16,64,4951,50,5.0,No,4.1,Used,17332.37
Motorola,Motorola-372,16,512,3937,32,5.2,No,4.9,Used,9046.44
Samsung,Samsung-286,12,32,6060,16,7.2,Yes,4.6,Used,14908.39
Samsung,Samsung-311,12,32,3875,50,6.8,Yes,1.6,New,39952.27
Vivo,Vivo-213,6,128,4577,16,6.5,No,1.0,New,18287.79
Xiaomi,Xiaomi-131,12,128,3027,32,6.1,No,2.8,New,14152.0
Samsung,Samsung-300,6,32,4075,12,6.4,No,0.1,New,39114.3
Motorola,Motorola-206,6,32,6367,8,5.7,No,0.1,Used,13510.42
Nothing,Nothing-765,3,512,4268,48,6.8,No,1.4,Used,20679.67
Xiaomi,Xiaomi-738,6,256,3566,12,6.5,No,3.8,Used,6483.6
Nothing,Nothing-316,8,128,5949,32,6.6,No,4.1,New,14258.45
Nothing,Nothing-566,3,256,3709,108,6.6,Yes,4.0,Used,10245.92
Oppo,Oppo-987,3,32,3104,8,6.3,Yes,0.7,New,17082.51
Apple,Apple-145,16,32,5362,48,6.3,No,0.3,Used,97628.3
Xiaomi,Xiaomi-738,3,512,5517,200,6.4,No,2.9,New,13182.86
Motorola,Motorola-118,4,256,3984,64,5.7,Yes,0.5,New,23643.27
Vivo,Vivo-278,2,32,5707,200,6.5,No,4.4,Used,4906.73
OnePlus,OnePlus-725,2,32,3944,48,5.9,Yes,0.8,Used,18487.34
Nothing,Nothing-139,2,128,4192,200,5.9,No,0.1,New,33833.75
Vivo,Vivo-774,2,64,3340,108,6.8,No,3.8,New,8269.96
Oppo,Oppo-547,4,32,4966,64,6.8,No,1.8,New,14858.86
Google,Google-843,6,32,4177,12,6.7,No,2.5,Used,32615.13
Oppo,Oppo-149,8,128,5042,16,5.7,Yes,3.4,Used,8464.5
OnePlus,OnePlus-861,2,128,5807,12,6.9,No,3.0,New,17017.85
Realme,Realme-374,16,128,4970,50,6.1,Yes,1.5,Used,20135.34
Nothing,Nothing-267,8,256,5154,108,5.8,Yes,0.5,Used,27912.46
Xiaomi,Xiaomi-500,6,32,5479,108,5.1,Yes,1.2,New,15662.93
Realme,Realme-418,8,128,3654,50,5.1,No,4.7,New,5831.56
Realme,Realme-371,16,32,6316,50,6.6,No,3.3,New,13666.63
Nothing,Nothing-947,16,256,5015,50,6.7,Yes,2.2,New,33786.44
Google,Google-150,8,512,5983,200,6.1,Yes,1.7,New,66665.0
Samsung,Samsung-777,16,512,4915,32,5.1,No,4.3,New,26271.21
Motorola,Motorola-958,8,128,3292,48,6.5,No,4.6,Used,6180.2
Oppo,Oppo-317,3,128,6094,32,6.6,Yes,4.0,New,8705.63
Apple,Apple-358,8,32,5796,48,7.2,Yes,3.5,Used,55942.87
Xiaomi,Xiaomi-438,16,64,5419,64,6.6,No,2.5,New,18066.13
Vivo,Vivo-689,3,512,4173,64,6.2,Yes,1.1,New,24311.32
Xiaomi,Xiaomi-509,3,128,3236,64,5.4,No,2.8,New,9007.88
Xiaomi,Xiaomi-688,3,128,4491,48,6.8,Yes,0.4,Used,15641.74
Vivo,Vivo-832,3,32,4415,200,5.7,Yes,0.9,New,16271.32
Oppo,Oppo-525,4,512,3807,32,5.0,Yes,0.1,New,31534.76
Samsung,Samsung-217,3,128,6249,32,6.7,Yes,0.5,New,37046.3
Nothing,Nothing-356,4,64,3724,200,6.2,Yes,0.7,New,29472.59
Xiaomi,Xiaomi-855,6,128,5291,12,6.3,No,0.5,Used,14841.5
OnePlus,OnePlus-512,2,512,4708,108,6.3,No,1.8,New,27701.34
OnePlus,OnePlus-299,6,32,4005,108,6.1,Yes,2.4,New,21868.24
Realme,Realme-974,3,256,4869,108,5.7,No,4.1,Used,4752.17
Apple,Apple-355,8,32,5242,50,7.1,No,1.7,New,97260.5
Apple,Apple-905,2,32,5451,32,5.1,No,0.4,Used,73752.78
Apple,Apple-140,8,128,3993,12,6.0,No,2.0,New,86809.32
Realme,Realme-794,4,256,4311,8,6.1,Yes,0.7,Used,14182.59
Apple,Apple-146,2,32,3774,200,6.7,Yes,1.9,New,83005.28
Vivo,Vivo-795,6,128,6388,32,6.0,Yes,3.8,Used,7662.65
Apple,Apple-518,4,256,3542,108,6.6,Yes,1.4,New,95918.12
Xiaomi,Xiaomi-623,16,512,6303,12,6.0,Yes,3.6,Used,11850.69
Nothing,Nothing-690,16,64,6189,16,5.4,Yes,3.3,Used,15631.77
Oppo,Oppo-520,3,128,4445,200,7.1,No,0.9,New,19766.37
Nothing,Nothing-520,12,512,3998,32,7.0,Yes,1.4,New,38599.02
Oppo,Oppo-185,4,32,5581,50,5.6,Yes,1.3,Used,11217.92
Oppo,Oppo-921,4,512,4766,16,6.5,Yes,2.2,Used,13426.07
Oppo,Oppo-824,6,256,5150,8,5.7,Yes,2.0,New,16626.05
Apple,Apple-341,8,512,5473,16,5.7,Yes,3.2,New,86753.83
OnePlus,OnePlus-629,8,512,4461,48,5.4,Yes,0.1,New,45095.32
Motorola,Motorola-337,6,512,3191,8,7.0,Yes,2.1,Used,14964.88
OnePlus,OnePlus-452,3,32,4227,108,6.2,Yes,3.2,New,16135.22
Realme,Realme-328,16,64,3085,8,7.0,Yes,1.3,New,27705.43
Motorola,Motorola-523,6,256,5851,50,6.7,Yes,4.7,New,9690.43
Motorola,Motorola-523,8,64,6243,64,5.7,No,0.6,Used,16582.42
Google,Google-987,16,64,6034,32,5.5,No,0.4,Used,57538.44
Google,Google-927,6,128,5006,64,6.5,No,0.4,New,69131.94
Apple,Apple-406,12,128,6310,200,5.4,Yes,4.3,Used,51076.4
Samsung,Samsung-298,2,64,3892,48,5.0,Yes,1.9,New,24814.67
Realme,Realme-533,3,32,5896,16,5.3,Yes,1.1,Used,8881.42
Oppo,Oppo-104,2,128,4391,32,5.4,Yes,3.4,New,8510.57
Apple,Apple-371,6,128,6108,50,7.1,Yes,1.4,Used,78648.28
Realme,Realme-241,4,128,4946,48,7.0,No,4.8,New,5952.96
Apple,Apple-222,2,32,5264,48,5.2,No,1.8,New,85861.34
Nothing,Nothing-223,16,128,4742,64,5.9,Yes,4.2,New,18649.03
Xiaomi,Xiaomi-292,4,128,4058,32,5.1,Yes,4.9,Used,4154.88
Realme,Realme-192,16,32,4108,8,6.9,Yes,4.6,Used,6521.3
Nothing,Nothing-648,12,64,6001,48,5.8,Yes,3.8,New,18688.49
Samsung,Samsung-119,2,64,5969,64,5.8,Yes,0.3,New,38707.29
Google,Google-263,3,256,5187,200,5.9,Yes,0.1,New,78342.28
OnePlus,OnePlus-215,4,32,6063,12,6.5,Yes,1.1,Used,19748.08
Xiaomi,Xiaomi-762,8,32,4656,32,5.8,Yes,4.8,New,6589.72
Vivo,Vivo-339,4,256,6023,50,6.0,Yes,1.6,New,18240.8
Realme,Realme-471,3,32,4338,64,5.9,Yes,3.0,New,7646.54
Realme,Realme-151,2,128,5387,200,6.7,No,3.6,New,7435.53
Realme,Realme-876,6,256,6064,50,5.5,Yes,4.0,New,9029.82
Vivo,Vivo-604,4,256,3101,32,6.4,No,3.0,Used,8111.97
Realme,Realme-161,2,512,5195,50,5.3,No,2.3,New,12530.26
Google,Google-616,16,512,5976,16,5.5,Yes,2.3,Used,44183.07
Nothing,Nothing-943,16,64,4968,32,5.2,Yes,1.4,New,33945.98
Oppo,Oppo-418,16,128,5783,50,6.4,No,0.7,New,33515.66
OnePlus,OnePlus-643,6,128,4136,50,7.0,Yes,2.8,Used,15887.24
Motorola,Motorola-699,2,128,6375,12,6.0,Yes,3.3,New,9220.91
Xiaomi,Xiaomi-647,3,32,3603,64,5.3,Yes,1.3,New,13587.33
Motorola,Motorola-455,16,64,4811,48,6.5,Yes,4.2,New,14714.53
Motorola,Motorola-918,2,256,4413,64,5.1,Yes,2.3,Used,9111.96
Vivo,Vivo-817,3,512,4705,50,7.1,No,3.9,New,10863.46
Google,Google-140,2,512,6213,64,6.7,Yes,0.7,Used,49316.62
Nothing,Nothing-254,4,256,4098,12,6.5,No,1.8,New,22521.8
Samsung,Samsung-585,3,64,6217,16,5.4,Yes,1.4,New,29578.97
Motorola,Motorola-270,3,512,5183,48,6.7,No,0.3,New,27419.52
Samsung,Samsung-696,3,512,5108,48,6.8,No,3.6,Used,16914.96
Nothing,Nothing-584,16,512,5649,48,6.5,Yes,0.2,New,60239.47
Vivo,Vivo-322,8,512,5572,64,6.9,Yes,3.3,Used,11729.16
Google,Google-413,2,64,6356,64,6.4,No,4.3,New,30650.16
Nothing,Nothing-165,3,64,5957,12,7.0,No,2.9,New,16024.27
Motorola,Motorola-235,2,256,3433,108,6.2,Yes,1.6,Used,12204.35
Samsung,Samsung-196,8,32,3812,8,5.9,Yes,1.2,Used,25381.46
Motorola,Motorola-479,4,256,4076,200,7.2,No,1.1,Used,15967.72
Vivo,Vivo-362,2,256,3595,48,5.2,No,1.5,New,12944.66
Oppo,Oppo-253,3,32,3559,8,5.8,Yes,0.8,Used,10784.09
Apple,Apple-779,16,32,5797,12,6.7,Yes,4.9,Used,48057.83
Realme,Realme-892,2,64,5111,16,6.8,Yes,0.7,New,17772.0
Xiaomi,Xiaomi-429,4,128,6337,16,6.6,No,5.0,New,6136.82
Xiaomi,Xiaomi-217,2,64,5510,48,6.9,No,1.5,Used,9747.95
Realme,Realme-740,3,512,6206,16,5.6,Yes,4.7,New,7605.39
Oppo,Oppo-722,12,512,3377,8,6.1,Yes,4.7,New,11937.43
Motorola,Motorola-565,3,64,5206,50,6.8,Yes,1.4,New,16351.86
Nothing,Nothing-669,2,32,3131,200,6.6,No,5.0,Used,6367.33
Google,Google-752,3,32,4420,48,6.8,Yes,2.2,Used,33372.0
Apple,Apple-667,6,128,5593,108,5.1,Yes,2.8,New,84646.71
Xiaomi,Xiaomi-651,3,128,5841,12,5.2,Yes,3.8,New,7538.84
Xiaomi,Xiaomi-893,2,512,5336,64,5.9,Yes,1.3,New,21992.09
Nothing,Nothing-121,2,128,3983,32,6.9,Yes,3.1,New,16158.49
